discard_id,kyoku_id,hanchan_id,kyoku_info,player_rel_seat,player_name,discard_tile_136,discard_tile_37_text,tsumogiri_flag,discard_epoch_s,thinking_time_ms,thinking_time_before_reach_ms,lagged,lag_delay_ms,seat0_hand_tiles_136_json,seat1_hand_tiles_136_json,seat2_hand_tiles_136_json,seat3_hand_tiles_136_json,seat0_hand_tiles_37_text,seat1_hand_tiles_37_text,seat2_hand_tiles_37_text,seat3_hand_tiles_37_text,shanten_after_discard,shanten_normal_after_discard,shanten_chiitoitsu_after_discard,wait_tiles_after_discard_mspz,ryanmen_fixed_flag
20260408230458_0001_060,20260408230458_0001,20260408230458,0001,2,愛人28号,113,2z,risekichu_hokan_tsumogiri,1775657569,2185.579,,0,,"[57,64,82,58,44,87,20,55,28,56,88]",,,,68m 356668p 34r5s,,,,,,,,
20260408230458_0001_061,20260408230458_0001,20260408230458,0001,3,遠藤幸寛,94,6s,tedashi,1775657575,6009.268,,1,1124.52,"[57,64,82,58,44,87,20,55,28,56,88]",,,,68m 356668p 34r5s,,,,,,,,
20260408230458_0001_062,20260408230458_0001,20260408230458,0001,0,s6u,72,1s,tsumogiri,1775657577,1217.623,,0,,"[57,64,82,58,44,87,20,55,28,56,88,72]",,,,68m 356668p 134r5s,,,,,,,,
20260408230458_0001_063,20260408230458_0001,20260408230458,0001,1,前髪おいしい,53,5p,risekichu_hokan_tsumogiri,1775657586,8721.806,,0,,"[57,64,82,58,44,87,20,55,28,56,88]",,,,68m 356668p 34r5s,,,,,,,,
20260408230458_0001_064,20260408230458_0001,20260408230458,0001,2,愛人28号,54,5p,tedashi,1775657588,2096.074,,0,,"[57,64,82,58,44,87,20,55,28,56,88]",,,,68m 356668p 34r5s,,,,,,,,
20260408230458_0001_065,20260408230458_0001,20260408230458,0001,3,遠藤幸寛,84,4s,tedashi,1775657589,1354.213,,1,1085.424,"[57,64,82,58,44,87,20,55,28,56,88]",,,,68m 356668p 34r5s,,,,,,,,
20260408230458_0001_066,20260408230458_0001,20260408230458,0001,0,s6u,55,5p,tedashi,1775657593,2669.39,,0,,"[57,64,82,58,44,87,20,55,28,56,88,19]",,,,568m 356668p 34r5s,,,,,,,,
20260408230458_0001_067,20260408230458_0001,20260408230458,0001,1,前髪おいしい,4,2m,risekichu_hokan_tsumogiri,1775657603,10199.553,,0,,"[57,64,82,58,44,87,20,28,56,88,19]",,,,568m 36668p 34r5s,,,,,,,,
20260408230458_0001_068,20260408230458_0001,20260408230458,0001,2,愛人28号,99,7s,tedashi,1775657606,3081.119,,1,1573.905,"[57,64,82,58,44,87,20,28,56,88,19]",,,,568m 36668p 34r5s,,,,,,,,
20260408230458_0001_069,20260408230458_0001,20260408230458,0001,3,遠藤幸寛,32,9m,risekichu_hokan_tsumogiri,1775657611,2607.969,,0,,"[57,64,82,58,44,87,20,28,56,88,19]",,,,568m 36668p 34r5s,,,,,,,,
20260408230458_0001_070,20260408230458_0001,20260408230458,0001,0,s6u,91,5s,tsumogiri,1775657613,2122.272,,0,,"[57,64,82,58,44,87,20,28,56,88,19,91]",,,,568m 36668p 34r55s,,,,,,,,
20260408230458_0001_071,20260408230458_0001,20260408230458,0001,1,前髪おいしい,6,2m,risekichu_hokan_tsumogiri,1775657614,1633.873,,0,,"[57,64,82,58,44,87,20,28,56,88,19]",,,,568m 36668p 34r5s,,,,,,,,
20260408230458_0001_072,20260408230458_0001,20260408230458,0001,2,愛人28号,89,5s,tedashi,1775657616,1591.078,,0,,"[57,64,82,58,44,87,20,28,56,88,19]",,,,568m 36668p 34r5s,,,,,,,,
20260408230458_0102_000,20260408230458_0102,20260408230458,0102,1,前髪おいしい,72,1s,tedashi,1775657630,,,0,,"[129,80,83,53,61,43,103,81,104,48,34,66,128]",,,,9m 24578p 33389s 66z,,,,,,,,
20260408230458_0102_001,20260408230458_0102,20260408230458,0102,2,愛人28号,117,3z,tedashi,1775657632,1615.808,,0,,"[129,80,83,53,61,43,103,81,104,48,34,66,128]",,,,9m 24578p 33389s 66z,,,,,,,,
20260408230458_0102_002,20260408230458_0102,20260408230458,0102,3,遠藤幸寛,36,1p,tedashi,1775657633,1638.33,,0,,"[129,80,83,53,61,43,103,81,104,48,34,66,128]",,,,9m 24578p 33389s 66z,,,,,,,,
20260408230458_0102_003,20260408230458_0102,20260408230458,0102,0,s6u,34,9m,tedashi,1775657635,1749.549,,0,,"[129,80,83,53,61,43,103,81,104,48,34,66,128,6]",,,,29m 24578p 33389s 66z,,,,2,2,4,,0
20260408230458_0102_004,20260408230458_0102,20260408230458,0102,1,前髪おいしい,118,3z,tedashi,1775657639,3411.338,,0,,"[129,80,83,53,61,43,103,81,104,48,66,128,6]",,,,2m 24578p 33389s 66z,,,,,,,,
20260408230458_0102_005,20260408230458_0102,20260408230458,0102,2,愛人28号,123,4z,risekichu_hokan_tsumogiri,1775657641,2260.295,,0,,"[129,80,83,53,61,43,103,81,104,48,66,128,6]",,,,2m 24578p 33389s 66z,,,,,,,,
20260408230458_0102_006,20260408230458_0102,20260408230458,0102,3,遠藤幸寛,116,3z,tedashi,1775657642,1376.204,,0,,"[129,80,83,53,61,43,103,81,104,48,66,128,6]",,,,2m 24578p 33389s 66z,,,,,,,,
20260408230458_0102_007,20260408230458_0102,20260408230458,0102,0,s6u,32,9m,tsumogiri,1775657644,1633.862,,0,,"[129,80,83,53,61,43,103,81,104,48,66,128,6,32]",,,,29m 24578p 33389s 66z,,,,2,2,4,,0
20260408230458_0102_008,20260408230458_0102,20260408230458,0102,1,前髪おいしい,35,9m,risekichu_hokan_tsumogiri,1775657646,2192.036,,6,300.73,"[129,80,83,53,61,43,103,81,104,48,66,128,6]",,,,2m 24578p 33389s 66z,,,,,,,,
20260408230458_0102_009,20260408230458_0102,20260408230458,0102,2,愛人28号,71,9p,tedashi,1775657648,1716.632,,0,,"[129,80,83,53,61,43,103,81,104,48,66,128,6]",,,,2m 24578p 33389s 66z,,,,,,,,
20260408230458_0102_010,20260408230458_0102,20260408230458,0102,3,遠藤幸寛,1,1m,tedashi,1775657649,1346.535,,0,,"[129,80,83,53,61,43,103,81,104,48,66,128,6]",,,,2m 24578p 33389s 66z,,,,,,,,
20260408230458_0102_011,20260408230458_0102,20260408230458,0102,0,s6u,6,2m,tedashi,1775657652,2099.267,,0,,"[129,80,83,53,61,43,103,81,104,48,66,128,6,56]",,,,2m 245678p 33389s 66z,,,,1,1,4,,0
20260408230458_0102_012,20260408230458_0102,20260408230458,0102,1,前髪おいしい,127,5z,risekichu_hokan_tsumogiri,1775657654,2246.45,,0,,"[129,80,83,53,61,43,103,81,104,48,66,128,56]",,,,245678p 33389s 66z,,,,,,,,
20260408230458_0102_013,20260408230458_0102,20260408230458,0102,2,愛人28号,134,7z,risekichu_hokan_tsumogiri,1775657656,1787.667,,0,,"[129,80,83,53,61,43,103,81,104,48,66,128,56]",,,,245678p 33389s 66z,,,,,,,,
20260408230458_0102_014,20260408230458_0102,20260408230458,0102,3,遠藤幸寛,121,4z,tedashi,1775657657,1492.563,,0,,"[129,80,83,53,61,43,103,81,104,48,66,128,56]",,,,245678p 33389s 66z,,,,,,,,
20260408230458_0102_015,20260408230458_0102,20260408230458,0102,0,s6u,11,3m,tsumogiri,1775657667,10153.416,,0,,"[129,80,83,53,61,43,103,81,104,48,66,128,56,11]",,,,3m 245678p 33389s 66z,,,,1,1,4,,0
20260408230458_0102_016,20260408230458_0102,20260408230458,0102,1,前髪おいしい,135,7z,tedashi,1775657669,1519.51,,0,,"[129,80,83,53,61,43,103,81,104,48,66,128,56]",,,,245678p 33389s 66z,,,,,,,,
20260408230458_0102_017,20260408230458_0102,20260408230458,0102,2,愛人28号,75,1s,tedashi,1775657673,4462.68,,0,,"[129,80,83,53,61,43,103,81,104,48,66,128,56]",,,,245678p 33389s 66z,,,,,,,,
20260408230458_0102_018,20260408230458_0102,20260408230458,0102,3,遠藤幸寛,133,7z,tedashi,1775657675,1531.085,,0,,"[129,80,83,53,61,43,103,81,104,48,66,128,56]",,,,245678p 33389s 66z,,,,,,,,
20260408230458_0102_019,20260408230458_0102,20260408230458,0102,0,s6u,104,9s,tedashi,1775657683,8159.34,,0,,"[129,80,83,53,61,43,103,81,104,48,66,128,56,68]",,,,2456789p 33389s 66z,,,,0,0,4,,0
20260408230458_0102_020,20260408230458_0102,20260408230458,0102,1,前髪おいしい,5,2m,tedashi,1775657685,2194.324,,0,,"[129,80,83,53,61,43,103,81,48,66,128,56,68]",,,,2456789p 3338s 66z,,,,,,,,
20260408230458_0102_021,20260408230458_0102,20260408230458,0102,2,愛人28号,37,1p,tedashi,1775657690,4510.816,,0,,"[129,80,83,53,61,43,103,81,48,66,128,56,68]",,,,2456789p 3338s 66z,,,,,,,,
20260408230458_0102_022,20260408230458_0102,20260408230458,0102,3,遠藤幸寛,115,2z,tedashi,1775657693,2981.424,,1,2684.685,"[129,80,83,53,61,43,103,81,48,66,128,56,68]",,,,2456789p 3338s 66z,,,,,,,,
20260408230458_0102_023,20260408230458_0102,20260408230458,0102,0,s6u,103,8s,tedashi,1775657698,2526.565,,0,,"[129,80,83,53,61,43,103,81,48,66,128,56,68,79]",,,,2456789p 23338s 66z,,,,1,1,4,,0
20260408230458_0102_024,20260408230458_0102,20260408230458,0102,1,前髪おいしい,29,8m,risekichu_hokan_tsumogiri,1775657700,1717.331,,6,279.094,"[129,80,83,53,61,43,81,48,66,128,56,68,79]",,,,2456789p 2333s 66z,,,,,,,,
20260408230458_0102_025,20260408230458_0102,20260408230458,0102,2,愛人28号,47,3p,tedashi,1775657703,2814.833,,1,1502.571,"[129,80,83,53,61,43,81,48,66,128,56,68,79]",,,,2456789p 2333s 66z,,,,,,,,
20260408230458_0102_026,20260408230458_0102,20260408230458,0102,3,遠藤幸寛,119,3z,risekichu_hokan_tsumogiri,1775657706,1835.122,,0,,"[129,80,83,53,61,43,81,48,66,128,56,68,79]",,,,2456789p 2333s 66z,,,,,,,,
20260408230458_0102_027,20260408230458_0102,20260408230458,0102,0,s6u,100,8s,tsumogiri,1775657707,1376.891,,0,,"[129,80,83,53,61,43,81,48,66,128,56,68,79,100]",,,,2456789p 23338s 66z,,,,1,1,4,,0
20260408230458_0102_028,20260408230458_0102,20260408230458,0102,1,前髪おいしい,111,1z,risekichu_hokan_tsumogiri,1775657709,2135.44,,0,,"[129,80,83,53,61,43,81,48,66,128,56,68,79]",,,,2456789p 2333s 66z,,,,,,,,
20260408230458_0102_029,20260408230458_0102,20260408230458,0102,2,愛人28号,110,1z,tedashi,1775657716,6454.477,,0,,"[129,80,83,53,61,43,81,48,66,128,56,68,79]",,,,2456789p 2333s 66z,,,,,,,,
20260408230458_0102_030,20260408230458_0102,20260408230458,0102,3,遠藤幸寛,17,5m,risekichu_hokan_tsumogiri,1775657723,7366.204,,0,,"[129,80,83,53,61,43,81,48,66,128,56,68,79]",,,,2456789p 2333s 66z,,,,,,,,
20260408230458_0102_031,20260408230458_0102,20260408230458,0102,0,s6u,79,2s,tedashi,1775657728,926.271,3882.995,6,7.627,"[129,80,83,53,61,43,81,48,66,128,56,68,79,41]",,,,22456789p 2333s 66z,,,,0,0,3,2p 6z,0
20260408230458_0102_032,20260408230458_0102,20260408230458,0102,1,前髪おいしい,106,9s,risekichu_hokan_tsumogiri,1775657730,1937.251,,0,,"[129,80,83,53,61,43,81,48,66,128,56,68,41]",,,,22456789p 333s 66z,,,,,,,,
20260408230458_0102_033,20260408230458_0102,20260408230458,0102,2,愛人28号,31,8m,tedashi,1775657734,4206.694,,0,,"[129,80,83,53,61,43,81,48,66,128,56,68,41]",,,,22456789p 333s 66z,,,,,,,,
20260408230458_0102_034,20260408230458_0102,20260408230458,0102,3,遠藤幸寛,101,8s,tedashi,1775657739,5047.671,,0,,"[129,80,83,53,61,43,81,48,66,128,56,68,41]",,,,22456789p 333s 66z,,,,,,,,
20260408230458_0102_035,20260408230458_0102,20260408230458,0102,0,s6u,74,1s,tsumogiri,1775657740,695.171,,0,,"[129,80,83,53,61,43,81,48,66,128,56,68,41,74]",,,,22456789p 1333s 66z,,,,0,0,3,2p 6z,0
20260408230458_0102_036,20260408230458_0102,20260408230458,0102,1,前髪おいしい,113,2z,tedashi,1775657743,2562.152,,0,,"[129,80,83,53,61,43,81,48,66,128,56,68,41]",,,,22456789p 333s 66z,,,,,,,,
20260408230458_0102_037,20260408230458_0102,20260408230458,0102,2,愛人28号,51,4p,tedashi,1775657748,715.628,5006.067,1,1441.998,"[129,80,83,53,61,43,81,48,66,128,56,68,41]",,,,22456789p 333s 66z,,,,,,,,
20260408230458_0102_038,20260408230458_0102,20260408230458,0102,3,遠藤幸寛,73,1s,tedashi,1775657751,997.48,,0,,"[129,80,83,53,61,43,81,48,66,128,56,68,41]",,,,22456789p 333s 66z,,,,,,,,
20260408230458_0102_039,20260408230458_0102,20260408230458,0102,0,s6u,70,9p,tsumogiri,1775657751,692.97,,0,,"[129,80,83,53,61,43,81,48,66,128,56,68,41,70]",,,,224567899p 333s 66z,,,,0,0,2,2p 6z,0
20260408230458_0102_040,20260408230458_0102,20260408230458,0102,1,前髪おいしい,69,9p,tedashi,1775657754,2375.17,,0,,"[129,80,83,53,61,43,81,48,66,128,56,68,41]",,,,22456789p 333s 66z,,,,,,,,
20260408230458_0102_041,20260408230458_0102,20260408230458,0102,2,愛人28号,120,4z,risekichu_hokan_tsumogiri,1775657755,788.569,,0,,"[129,80,83,53,61,43,81,48,66,128,56,68,41]",,,,22456789p 333s 66z,,,,,,,,
20260408230458_0102_042,20260408230458_0102,20260408230458,0102,3,遠藤幸寛,28,8m,tedashi,1775657756,1932.352,,0,,"[129,80,83,53,61,43,81,48,66,128,56,68,41]",,,,22456789p 333s 66z,,,,,,,,
20260408230458_0102_043,20260408230458_0102,20260408230458,0102,0,s6u,97,7s,tsumogiri,1775657757,695.188,,2,2081.13,"[129,80,83,53,61,43,81,48,66,128,56,68,41,97]",,,,22456789p 3337s 66z,,,,0,0,3,2p 6z,0
20260408230458_0102_044,20260408230458_0102,20260408230458,0102,1,前髪おいしい,114,2z,tedashi,1775657760,717.826,,0,,"[129,80,83,53,61,43,81,48,66,128,56,68,41]",,,,22456789p 333s 66z,,,,,,,,
20260408230458_0200_000,20260408230458_0200,20260408230458,0200,2,愛人28号,120,4z,tedashi,1775657776,,,0,,"[99,17,37,82,19,42,87,30,24,93,96,25,21]",,,,556778m 12p 34677s,,,,,,,,
20260408230458_0200_001,20260408230458_0200,20260408230458,0200,3,遠藤幸寛,35,9m,tedashi,1775657778,1694.515,,1,1085.227,"[99,17,37,82,19,42,87,30,24,93,96,25,21]",,,,556778m 12p 34677s,,,,,,,,
20260408230458_0200_002,20260408230458_0200,20260408230458,0200,0,s6u,37,1p,tedashi,1775657781,2168.552,,0,,"[99,17,37,82,19,42,87,30,24,93,96,25,21,92]",,,,556778m 12p 346677s,,,,2,2,2,,0
20260408230458_0200_003,20260408230458_0200,20260408230458,0200,1,前髪おいしい,107,9s,tedashi,1775657782,1198.647,,0,,"[99,17,82,19,42,87,30,24,93,96,25,21,92]",,,,556778m 2p 346677s,,,,,,,,
20260408230458_0200_004,20260408230458_0200,20260408230458,0200,2,愛人28号,104,9s,tedashi,1775657784,2237.749,,0,,"[99,17,82,19,42,87,30,24,93,96,25,21,92]",,,,556778m 2p 346677s,,,,,,,,
20260408230458_0200_005,20260408230458_0200,20260408230458,0200,3,遠藤幸寛,119,3z,tedashi,1775657786,1610.696,,0,,"[99,17,82,19,42,87,30,24,93,96,25,21,92]",,,,556778m 2p 346677s,,,,,,,,
20260408230458_0200_006,20260408230458_0200,20260408230458,0200,0,s6u,64,8p,tsumogiri,1775657788,2037.679,,0,,"[99,17,82,19,42,87,30,24,93,96,25,21,92,64]",,,,556778m 28p 346677s,,,,2,2,2,,0
20260408230458_0200_007,20260408230458_0200,20260408230458,0200,1,前髪おいしい,118,3z,tedashi,1775657789,1262.137,,0,,"[99,17,82,19,42,87,30,24,93,96,25,21,92]",,,,556778m 2p 346677s,,,,,,,,
20260408230458_0200_008,20260408230458_0200,20260408230458,0200,2,愛人28号,132,7z,tedashi,1775657794,4740.509,,0,,"[99,17,82,19,42,87,30,24,93,96,25,21,92]",,,,556778m 2p 346677s,,,,,,,,
20260408230458_0200_009,20260408230458_0200,20260408230458,0200,3,遠藤幸寛,103,8s,tedashi,1775657801,6887.367,,1,1308.843,"[99,17,82,19,42,87,30,24,93,96,25,21,92]",,,,556778m 2p 346677s,,,,,,,,
20260408230458_0200_010,20260408230458_0200,20260408230458,0200,0,s6u,42,2p,tedashi,1775657803,1139.856,,1,2219.583,"[99,17,82,19,42,87,30,24,93,96,25,21,92,89]",,,,556778m 2p 3456677s,,,,1,1,2,,0
20260408230458_0200_011,20260408230458_0200,20260408230458,0200,1,前髪おいしい,121,4z,tedashi,1775657808,2391.631,,0,,"[99,17,82,19,87,30,24,93,96,25,21,92,89]",,,,556778m 3456677s,,,,,,,,
20260408230458_0200_012,20260408230458_0200,20260408230458,0200,2,愛人28号,6,2m,tedashi,1775657813,5598.799,,1,3286.154,"[99,17,82,19,87,30,24,93,96,25,21,92,89]",,,,556778m 3456677s,,,,,,,,
20260408230458_0200_013,20260408230458_0200,20260408230458,0200,3,遠藤幸寛,53,5p,tedashi,1775657822,5730.154,,0,,"[99,17,82,19,87,30,24,93,96,25,21,92,89]",,,,556778m 3456677s,,,,,,,,
20260408230458_0200_014,20260408230458_0200,20260408230458,0200,0,s6u,30,8m,tedashi,1775657828,5502.026,,0,,"[99,17,82,19,87,30,24,93,96,25,21,92,89,27]",,,,5567778m 3456677s,,,,1,1,2,,0
20260408230458_0200_015,20260408230458_0200,20260408230458,0200,1,前髪おいしい,114,2z,tedashi,1775657831,3414.34,,0,,"[99,17,82,19,87,24,93,96,25,21,92,89,27]",,,,556777m 3456677s,,,,,,,,
20260408230458_0200_016,20260408230458_0200,20260408230458,0200,2,愛人28号,49,4p,tedashi,1775657834,2717.012,,0,,"[99,17,82,19,87,24,93,96,25,21,92,89,27]",,,,556777m 3456677s,,,,,,,,
20260408230458_0200_017,20260408230458_0200,20260408230458,0200,3,遠藤幸寛,1,1m,tedashi,1775657836,2325.514,,1,2054.679,"[99,17,82,19,87,24,93,96,25,21,92,89,27]",,,,556777m 3456677s,,,,,,,,
20260408230458_0200_018,20260408230458_0200,20260408230458,0200,0,s6u,82,3s,tedashi,1775657843,4896.728,,0,,"[99,17,82,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 34456677s,,,,1,1,1,,0
20260408230458_0200_019,20260408230458_0200,20260408230458,0200,1,前髪おいしい,77,2s,tedashi,1775657846,2695.178,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_020,20260408230458_0200,20260408230458,0200,2,愛人28号,68,9p,tedashi,1775657848,1878.148,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_021,20260408230458_0200,20260408230458,0200,3,遠藤幸寛,13,4m,risekichu_hokan_tsumogiri,1775657850,2369.444,,6,232.653,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_022,20260408230458_0200,20260408230458,0200,0,s6u,105,9s,tsumogiri,1775657853,2276.215,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85,105]",,,,556777m 44566779s,,,,1,1,1,,0
20260408230458_0200_023,20260408230458_0200,20260408230458,0200,1,前髪おいしい,128,6z,tedashi,1775657856,3369.603,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_024,20260408230458_0200,20260408230458,0200,2,愛人28号,18,5m,tedashi,1775657859,2831.137,,1,1836.345,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_025,20260408230458_0200,20260408230458,0200,3,遠藤幸寛,70,9p,tedashi,1775657868,7066.636,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_026,20260408230458_0200,20260408230458,0200,0,s6u,106,9s,tsumogiri,1775657869,1411.391,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85,106]",,,,556777m 44566779s,,,,1,1,1,,0
20260408230458_0200_027,20260408230458_0200,20260408230458,0200,1,前髪おいしい,69,9p,risekichu_hokan_tsumogiri,1775657872,2355.529,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_028,20260408230458_0200,20260408230458,0200,2,愛人28号,112,2z,risekichu_hokan_tsumogiri,1775657877,4873.594,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_029,20260408230458_0200,20260408230458,0200,3,遠藤幸寛,97,7s,risekichu_hokan_tsumogiri,1775657878,1897.759,,6,211.438,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_030,20260408230458_0200,20260408230458,0200,0,s6u,130,6z,tsumogiri,1775657880,1045.585,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85,130]",,,,556777m 4456677s 6z,,,,1,1,1,,0
20260408230458_0200_031,20260408230458_0200,20260408230458,0200,1,前髪おいしい,56,6p,risekichu_hokan_tsumogiri,1775657883,3595.421,,1,1416.687,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_032,20260408230458_0200,20260408230458,0200,2,愛人28号,135,7z,risekichu_hokan_tsumogiri,1775657886,1480.222,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_033,20260408230458_0200,20260408230458,0200,3,遠藤幸寛,100,8s,risekichu_hokan_tsumogiri,1775657888,1686.311,,6,203.265,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_034,20260408230458_0200,20260408230458,0200,0,s6u,67,8p,tsumogiri,1775657889,1171.507,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85,67]",,,,556777m 8p 4456677s,,,,1,1,1,,0
20260408230458_0200_035,20260408230458_0200,20260408230458,0200,1,前髪おいしい,32,9m,tedashi,1775657893,4155.948,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_036,20260408230458_0200,20260408230458,0200,2,愛人28号,117,3z,risekichu_hokan_tsumogiri,1775657895,1963.156,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_037,20260408230458_0200,20260408230458,0200,3,遠藤幸寛,34,9m,risekichu_hokan_tsumogiri,1775657897,1826.357,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_038,20260408230458_0200,20260408230458,0200,0,s6u,73,1s,tsumogiri,1775657898,1265.924,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85,73]",,,,556777m 14456677s,,,,1,1,1,,0
20260408230458_0200_039,20260408230458_0200,20260408230458,0200,1,前髪おいしい,131,6z,risekichu_hokan_tsumogiri,1775657900,1687.875,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_040,20260408230458_0200,20260408230458,0200,2,愛人28号,15,4m,risekichu_hokan_tsumogiri,1775657902,1879.605,,1,1367.626,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_041,20260408230458_0200,20260408230458,0200,3,遠藤幸寛,46,3p,risekichu_hokan_tsumogiri,1775657904,1039.098,,1,2874.706,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_042,20260408230458_0200,20260408230458,0200,0,s6u,39,1p,tsumogiri,1775657908,866.578,,1,1117.499,"[99,17,19,87,24,93,96,25,21,92,89,27,85,39]",,,,556777m 1p 4456677s,,,,1,1,1,,0
20260408230458_0200_043,20260408230458_0200,20260408230458,0200,1,前髪おいしい,108,1z,risekichu_hokan_tsumogiri,1775657910,920.58,,1,1445.159,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_044,20260408230458_0200,20260408230458,0200,2,愛人28号,14,4m,risekichu_hokan_tsumogiri,1775657913,1509.43,,1,1110.8,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_045,20260408230458_0200,20260408230458,0200,3,遠藤幸寛,7,2m,risekichu_hokan_tsumogiri,1775657916,1896.496,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_046,20260408230458_0200,20260408230458,0200,0,s6u,78,2s,tsumogiri,1775657918,2003.726,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85,78]",,,,556777m 24456677s,,,,1,1,1,,0
20260408230458_0200_047,20260408230458_0200,20260408230458,0200,1,前髪おいしい,80,3s,risekichu_hokan_tsumogiri,1775657921,3219.042,,1,1516.713,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_048,20260408230458_0200,20260408230458,0200,2,愛人28号,122,4z,tedashi,1775657924,1513.151,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_049,20260408230458_0200,20260408230458,0200,3,遠藤幸寛,81,3s,tedashi,1775657941,16398.139,,6,207.886,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_050,20260408230458_0200,20260408230458,0200,0,s6u,134,7z,tsumogiri,1775657942,1019.392,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85,134]",,,,556777m 4456677s 7z,,,,1,1,1,,0
20260408230458_0200_051,20260408230458_0200,20260408230458,0200,1,前髪おいしい,76,2s,risekichu_hokan_tsumogiri,1775657944,2087.586,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_052,20260408230458_0200,20260408230458,0200,2,愛人28号,101,8s,tedashi,1775657947,3230.089,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_053,20260408230458_0200,20260408230458,0200,3,遠藤幸寛,75,1s,tedashi,1775657949,1916.812,,0,,"[99,17,19,87,24,93,96,25,21,92,89,27,85]",,,,556777m 4456677s,,,,,,,,
20260408230458_0200_054,20260408230458_0200,20260408230458,0200,0,s6u,27,7m,tedashi,1775657961,12144.903,,2,2262.061,"[99,17,19,87,24,93,96,25,21,92,89,27,85,28]",,,,5567778m 4456677s,,,,1,1,1,,0
20260408230458_0200_055,20260408230458_0200,20260408230458,0200,1,前髪おいしい,36,1p,tedashi,1775657965,1646.371,,6,289.082,"[99,17,19,87,24,93,96,25,21,92,89,85,28]",,,,556778m 4456677s,,,,,,,,
20260408230458_0200_056,20260408230458_0200,20260408230458,0200,2,愛人28号,71,9p,risekichu_hokan_tsumogiri,1775657967,1641.165,,0,,"[99,17,19,87,24,93,96,25,21,92,89,85,28]",,,,556778m 4456677s,,,,,,,,
